20210301 000000;29269.252000;29312.411000;29251.093000;29274.805000;0
20210301 000100;29273.397000;29285.897000;29255.699000;29279.593000;0
20210301 000200;29281.146000;29303.699000;29279.517000;29303.699000;0
20210301 000300;29302.464000;29305.897000;29289.017000;29299.858000;0
20210301 000400;29299.017000;29306.199000;29290.805000;29297.911000;0
20210301 000500;29296.411000;29305.699000;29288.858000;29299.199000;0
20210301 000600;29296.252000;29299.752000;29263.911000;29272.305000;0
20210301 000700;29271.017000;29288.305000;29260.146000;29288.305000;0
20210301 000800;29291.411000;29306.358000;29285.699000;29306.358000;0
20210301 000900;29305.964000;29331.358000;29296.964000;29318.911000;0
20210301 001000;29320.358000;29334.858000;29315.252000;29331.093000;0
20210301 001100;29330.858000;29338.358000;29323.411000;29331.964000;0
20210301 001200;29329.699000;29333.397000;29321.199000;29321.397000;0
20210301 001300;29319.252000;29319.397000;29305.517000;29316.305000;0
20210301 001400;29317.897000;29321.752000;29307.964000;29314.252000;0
20210301 001500;29313.593000;29327.093000;29308.397000;29314.805000;0
20210301 001600;29317.093000;29318.897000;29295.593000;29300.397000;0
20210301 001700;29296.146000;29318.911000;29295.911000;29316.897000;0
20210301 001800;29316.517000;29325.397000;29306.964000;29325.397000;0
20210301 001900;29325.093000;29326.397000;29313.093000;29313.093000;0
20210301 002000;29315.146000;29329.897000;29314.699000;29326.305000;0
20210301 002100;29327.252000;29334.397000;29325.305000;29325.305000;0
20210301 002200;29325.646000;29328.593000;29318.093000;29321.464000;0
20210301 002300;29322.964000;29324.146000;29305.752000;29306.699000;0
20210301 002400;29307.358000;29307.897000;29276.911000;29277.017000;0
20210301 002500;29274.517000;29283.397000;29273.358000;29276.699000;0
20210301 002600;29276.252000;29281.897000;29268.805000;29275.252000;0
20210301 002700;29276.464000;29286.911000;29274.252000;29278.093000;0
20210301 002800;29278.699000;29286.897000;29273.858000;29276.305000;0
20210301 002900;29276.897000;29276.897000;29259.252000;29271.358000;0
20210301 003000;29270.305000;29284.411000;29259.805000;29275.411000;0
20210301 003100;29275.646000;29285.146000;29269.805000;29270.805000;0
20210301 003200;29269.017000;29282.252000;29262.017000;29264.593000;0
20210301 003300;29264.397000;29275.897000;29262.805000;29275.517000;0
20210301 003400;29278.897000;29280.397000;29256.411000;29262.093000;0
20210301 003500;29260.897000;29262.252000;29246.911000;29261.646000;0
20210301 003600;29263.858000;29271.897000;29258.252000;29266.964000;0
20210301 003700;29267.517000;29269.305000;29250.358000;29253.517000;0
20210301 003800;29253.858000;29259.752000;29244.464000;29255.593000;0
20210301 003900;29255.017000;29257.699000;29242.699000;29250.911000;0
20210301 004000;29251.358000;29274.517000;29251.358000;29266.017000;0
20210301 004100;29266.411000;29272.397000;29254.593000;29265.646000;0
20210301 004200;29265.305000;29296.699000;29264.411000;29287.858000;0
20210301 004300;29289.017000;29297.464000;29284.593000;29290.305000;0
20210301 004400;29288.411000;29291.017000;29270.699000;29280.858000;0
20210301 004500;29281.964000;29295.897000;29274.699000;29291.411000;0
20210301 004600;29290.517000;29295.858000;29283.593000;29287.199000;0
20210301 004700;29290.646000;29295.146000;29279.358000;29285.805000;0
20210301 004800;29286.146000;29288.517000;29278.252000;29281.397000;0
20210301 004900;29278.358000;29281.897000;29269.646000;29272.517000;0
20210301 005000;29271.858000;29283.397000;29269.017000;29279.897000;0
20210301 005100;29277.699000;29283.199000;29267.911000;29281.964000;0
20210301 005200;29281.358000;29295.897000;29278.093000;29291.646000;0
20210301 005300;29291.017000;29298.646000;29291.017000;29298.017000;0
20210301 005400;29297.517000;29302.858000;29290.411000;29302.858000;0
20210301 005500;29303.411000;29312.397000;29303.411000;29308.858000;0
20210301 005600;29309.397000;29310.397000;29290.146000;29290.146000;0
20210301 005700;29290.699000;29302.699000;29286.593000;29296.964000;0
20210301 005800;29299.305000;29305.411000;29294.017000;29299.199000;0
20210301 005900;29300.464000;29306.897000;29295.858000;29298.146000;0
20210301 010000;29297.252000;29307.911000;29294.411000;29298.464000;0
20210301 010100;29299.411000;29306.017000;29287.199000;29303.752000;0
20210301 010200;29298.805000;29306.858000;29293.252000;29293.305000;0
20210301 010300;29292.805000;29295.397000;29283.093000;29289.858000;0
20210301 010400;29292.411000;29304.199000;29292.411000;29300.146000;0
20210301 010500;29298.464000;29336.593000;29298.464000;29336.593000;0
20210301 010600;29334.199000;29337.911000;29321.305000;29327.897000;0
20210301 010700;29324.358000;29324.699000;29311.464000;29319.358000;0
20210301 010800;29318.964000;29330.199000;29309.646000;29328.517000;0
20210301 010900;29328.752000;29336.911000;29322.911000;29328.358000;0
20210301 011000;29328.858000;29333.593000;29315.911000;29317.964000;0
20210301 011100;29317.411000;29317.411000;29304.699000;29304.699000;0
20210301 011200;29305.517000;29305.517000;29286.464000;29296.093000;0
20210301 011300;29295.911000;29311.752000;29295.464000;29304.752000;0
20210301 011400;29303.752000;29303.752000;29288.017000;29294.964000;0
20210301 011500;29291.358000;29301.397000;29284.358000;29291.911000;0
20210301 011600;29293.017000;29299.199000;29287.358000;29296.411000;0
20210301 011700;29295.646000;29305.464000;29291.646000;29294.699000;0
20210301 011800;29292.146000;29292.646000;29274.646000;29285.397000;0
20210301 011900;29283.093000;29287.305000;29274.517000;29284.411000;0
20210301 012000;29282.805000;29296.017000;29268.964000;29292.752000;0
20210301 012100;29292.897000;29303.464000;29291.593000;29294.858000;0
20210301 012200;29293.305000;29294.517000;29278.358000;29288.017000;0
20210301 012300;29287.252000;29288.897000;29276.252000;29276.911000;0
